No.;Fecha;Núm. Tickets;Hora entrada;1° peso;Hora Salida;2° peso;Neto (kg);Matrícula;Mes;Año
572;2/10/2025;47413SP;7:07:54 PM;36440;7:26:15 PM;18960;17480;AM-F-L485345;FEBRERO;2025
573;2/11/2025;47455SP;7:54:01 AM;37200;8:32:30 AM;17510;19690;AM-F-L439346;FEBRERO;2025
574;2/11/2025;47491SP;10:04:16 AM;34110;10:34:27 AM;16220;17890;AM-F-L013939;FEBRERO;2025
575;2/11/2025;47499SP;10:27:56 AM;21470;10:59:58 AM;15300;6170;AM-F-L502505;FEBRERO;2025
576;2/11/2025;47528SP;11:27:20 AM;26280;11:57:23 AM;16660;9620;AM-F-L476946;FEBRERO;2025
577;2/11/2025;47542SP;11:49:34 AM;25390;12:18:19 PM;16050;9340;AM-F-L464762;FEBRERO;2025
578;2/11/2025;47593SP;1:13:10 PM;26930;2:01:07 PM;16580;10350;AM-F-L439346;FEBRERO;2025
579;2/11/2025;47609SP;1:46:26 PM;27570;2:17:15 PM;16140;11430;AM-F-F019140;FEBRERO;2025
580;2/11/2025;47630SP;2:16:01 PM;27110;2:50:36 PM;16140;10970;AM-F-L013939;FEBRERO;2025
581;2/11/2025;47641SP;2:35:54 PM;25590;2:59:53 PM;15280;10310;AM-F-L502505;FEBRERO;2025
582;2/11/2025;47657SP;3:00:26 PM;29520;3:28:00 PM;18840;10680;AM-F-L485345;FEBRERO;2025
583;2/11/2025;47676SP;3:48:54 PM;26320;4:12:46 PM;16670;9650;AM-F-L476946;FEBRERO;2025
584;2/11/2025;47722SP;5:17:14 PM;27970;6:09:59 PM;16070;11900;AM-F-L439346;FEBRERO;2025
585;2/11/2025;47738SP;5:50:21 PM;27530;6:12:58 PM;16230;11300;AM-F-L013939;FEBRERO;2025
586;2/11/2025;47756SP;6:39:28 PM;30710;6:56:28 PM;18890;11820;AM-F-L485345;FEBRERO;2025
587;2/11/2025;47758SP;6:44:10 PM;26690;7:01:26 PM;16740;9950;AM-F-L476946;FEBRERO;2025
588;2/11/2025;47764SP;7:11:24 PM;27040;7:35:07 PM;16190;10850;AM-F-L464762;FEBRERO;2025
589;2/12/2025;47796SP;8:46:07 AM;25420;9:09:39 AM;15280;10140;AM-F-L502505;FEBRERO;2025
590;2/12/2025;47813SP;9:49:42 AM;28070;10:15:05 AM;15950;12120;AM-F-PP587082;FEBRERO;2025
591;2/12/2025;47839SP;10:41:46 AM;27030;11:37:33 AM;16040;10990;AM-F-F019140;FEBRERO;2025
592;2/12/2025;47858SP;11:04:55 AM;28120;11:59:20 AM;16590;11530;AM-F-L476946;FEBRERO;2025
593;2/12/2025;47883SP;12:01:38 PM;26940;12:48:22 PM;16130;10810;AM-F-L439346;FEBRERO;2025
594;2/12/2025;47918SP;1:02:25 PM;29240;1:42:33 PM;18900;10340;AM-F-L485345;FEBRERO;2025
595;2/12/2025;47935SP;1:27:56 PM;27340;2:08:49 PM;15300;12040;AM-F-L502505;FEBRERO;2025
596;2/12/2025;47970SP;2:39:24 PM;24660;3:07:37 PM;16110;8550;AM-F-L013939;FEBRERO;2025
597;2/12/2025;47981SP;3:02:47 PM;28700;3:32:02 PM;15890;12810;AM-F-PP587082;FEBRERO;2025
598;2/12/2025;48003SP;3:48:57 PM;26800;4:15:17 PM;15980;10820;AM-F-F019140;FEBRERO;2025
599;2/12/2025;48006SP;4:07:25 PM;29090;4:24:02 PM;16530;12560;AM-F-L476946;FEBRERO;2025
600;2/12/2025;48053SP;5:51:58 PM;27010;6:21:33 PM;16390;10620;AM-F-L439346;FEBRERO;2025
601;2/12/2025;48065SP;6:09:42 PM;32730;6:27:32 PM;18710;14020;AM-F-L485345;FEBRERO;2025
602;2/12/2025;48066SP;6:11:13 PM;25950;6:32:25 PM;15490;10460;AM-F-L502505;FEBRERO;2025
603;2/12/2025;48078SP;6:39:09 PM;27430;7:05:39 PM;15800;11630;AM-F-PP587082;FEBRERO;2025
604;2/12/2025;48084SP;6:55:14 PM;27070;7:17:43 PM;16190;10880;AM-F-L464762;FEBRERO;2025
605;2/12/2025;48086SP;7:09:16 PM;28690;7:30:03 PM;16570;12120;AM-F-L476946;FEBRERO;2025
606;2/13/2025;48145SP;9:21:59 AM;25870;9:46:54 AM;15930;9940;AM-F-F019140;FEBRERO;2025
607;2/13/2025;48146SP;9:23:00 AM;29250;9:53:38 AM;16120;13130;AM-F-L013939;FEBRERO;2025
608;2/13/2025;48160SP;10:06:19 AM;34060;10:33:34 AM;16330;17730;AM-F-L439346;FEBRERO;2025
609;2/13/2025;48161SP;10:07:53 AM;37720;10:31:38 AM;18900;18820;AM-F-L485345;FEBRERO;2025
610;2/13/2025;48195SP;11:18:21 AM;27330;12:07:01 PM;15480;11850;AM-F-L502505;FEBRERO;2025
611;2/13/2025;48292SP;2:11:43 PM;26560;3:19:36 PM;16070;10490;AM-F-F019140;FEBRERO;2025
612;2/13/2025;48303SP;2:32:00 PM;24830;3:24:12 PM;16290;8540;AM-F-L439346;FEBRERO;2025
613;2/13/2025;48305SP;2:34:58 PM;29710;3:28:51 PM;16680;13030;AM-F-L013939;FEBRERO;2025
614;2/13/2025;48328SP;3:19:16 PM;24790;3:50:48 PM;15430;9360;AM-F-L502505;FEBRERO;2025
615;2/13/2025;48341SP;3:46:41 PM;26550;4:16:02 PM;16000;10550;AM-F-L464762;FEBRERO;2025
616;2/13/2025;48357SP;4:39:01 PM;29440;5:01:41 PM;15980;13460;AM-F-PP587082;FEBRERO;2025
617;2/13/2025;48359SP;4:43:55 PM;30630;5:04:22 PM;16840;13790;AM-F-L476946;FEBRERO;2025
618;2/13/2025;48383SP;6:12:03 PM;36220;6:31:20 PM;18790;17430;AM-F-L485345;FEBRERO;2025
619;2/13/2025;48387SP;6:17:22 PM;28020;6:42:05 PM;16050;11970;AM-F-F019140;FEBRERO;2025
620;2/13/2025;48401SP;6:45:06 PM;29430;7:11:50 PM;13710;15720;AM-F-L439346;FEBRERO;2025
621;2/13/2025;48414SP;7:23:35 PM;29630;7:49:35 PM;16060;13570;AM-F-L464762;FEBRERO;2025
622;2/14/2025;48449SP;8:54:41 AM;26090;9:30:16 AM;16620;9470;AM-F-L013939;FEBRERO;2025
623;2/14/2025;48465SP;9:54:06 AM;27150;10:41:06 AM;16700;10450;AM-F-L476946;FEBRERO;2025
624;2/14/2025;48472SP;10:02:31 AM;28490;11:05:36 AM;15900;12590;AM-F-PP587082;FEBRERO;2025
625;2/14/2025;48490SP;10:46:08 AM;34170;11:39:02 AM;18700;15470;AM-F-L485345;FEBRERO;2025
626;2/14/2025;48516SP;11:34:59 AM;23180;12:39:59 PM;16140;7040;AM-F-L439346;FEBRERO;2025
627;2/14/2025;48524SP;11:52:29 AM;22120;12:55:26 PM;16080;6040;AM-F-L464762;FEBRERO;2025
628;2/14/2025;48563SP;12:42:40 PM;27120;1:48:24 PM;16360;10760;AM-F-L013939;FEBRERO;2025
629;2/14/2025;48594SP;1:30:39 PM;28740;2:25:57 PM;16660;12080;AM-F-L476946;FEBRERO;2025
630;2/14/2025;48619SP;2:27:38 PM;27900;3:00:50 PM;15840;12060;AM-F-PP587082;FEBRERO;2025
631;2/14/2025;48632SP;2:59:16 PM;30150;3:22:13 PM;15980;14170;AM-F-F019140;FEBRERO;2025
632;2/14/2025;48638SP;3:06:32 PM;29280;3:25:55 PM;18660;10620;AM-F-L485345;FEBRERO;2025
633;2/14/2025;48646SP;3:26:58 PM;31770;3:46:22 PM;16220;15550;AM-F-L439346;FEBRERO;2025
634;2/14/2025;48672SP;4:25:27 PM;27600;4:50:07 PM;16180;11420;AM-F-L464762;FEBRERO;2025
635;2/14/2025;48686SP;5:10:13 PM;27520;5:36:03 PM;16340;11180;AM-F-L013939;FEBRERO;2025
636;2/14/2025;48690SP;5:18:02 PM;27350;5:34:17 PM;16650;10700;AM-F-L476946;FEBRERO;2025
637;2/14/2025;48705SP;5:59:05 PM;25760;6:26:13 PM;15860;9900;AM-F-PP587082;FEBRERO;2025
638;2/14/2025;48714SP;6:17:03 PM;30440;6:37:56 PM;18610;11830;AM-F-L485345;FEBRERO;2025
639;2/14/2025;48730SP;6:56:05 PM;26980;7:19:34 PM;16220;10760;AM-F-L439346;FEBRERO;2025
640;2/14/2025;48734SP;7:07:53 PM;24790;7:40:58 PM;15920;8870;AM-F-F019140;FEBRERO;2025
641;2/15/2025;48775SP;9:26:05 AM;24800;9:53:10 AM;16050;8750;AM-F-L464762;FEBRERO;2025
642;2/15/2025;48776SP;9:41:32 AM;27460;10:02:04 AM;16690;10770;AM-F-L476946;FEBRERO;2025
643;2/15/2025;48799SP;10:34:37 AM;29600;10:51:18 AM;18930;10670;AM-F-L485345;FEBRERO;2025
644;2/15/2025;48840SP;12:04:45 PM;26570;12:37:47 PM;15800;10770;AM-F-PP587082;FEBRERO;2025
645;2/15/2025;48849SP;12:24:53 PM;25960;12:52:24 PM;16360;9600;AM-F-L013939;FEBRERO;2025
646;2/15/2025;48850SP;12:26:10 PM;26880;12:55:11 PM;16070;10810;AM-F-L439346;FEBRERO;2025
647;2/17/2025;49080SP;9:41:57 AM;31230;10:02:26 AM;18820;12410;AM-F-L485345;FEBRERO;2025
648;2/17/2025;49150SP;12:07:38 PM;26760;12:29:40 PM;16000;10760;AM-F-L439346;FEBRERO;2025
649;2/17/2025;49153SP;12:14:11 PM;23730;12:39:16 PM;16070;7660;AM-F-L464762;FEBRERO;2025
650;2/17/2025;49182SP;1:11:05 PM;28360;1:32:53 PM;18740;9620;AM-F-L485345;FEBRERO;2025
651;2/17/2025;49195SP;1:42:38 PM;25080;2:11:03 PM;15970;9110;AM-F-F019140;FEBRERO;2025
652;2/17/2025;49206SP;1:58:59 PM;27640;2:21:29 PM;16180;11460;AM-F-L476946;FEBRERO;2025
653;2/17/2025;49256SP;3:40:40 PM;24740;4:02:42 PM;16010;8730;AM-F-L464762;FEBRERO;2025
654;2/17/2025;49269SP;4:12:56 PM;24430;4:32:43 PM;16340;8090;AM-F-L013939;FEBRERO;2025
655;2/17/2025;49278SP;4:23:52 PM;26320;4:51:44 PM;16390;9930;AM-F-L439346;FEBRERO;2025
656;2/17/2025;49285SP;4:34:31 PM;25600;4:57:52 PM;18670;6930;AM-F-L485345;FEBRERO;2025
657;2/17/2025;49297SP;5:02:02 PM;27970;5:23:38 PM;15860;12110;AM-F-F019140;FEBRERO;2025
658;2/17/2025;49320SP;5:57:47 PM;28920;6:18:12 PM;16380;12540;AM-F-L476946;FEBRERO;2025
659;2/17/2025;49343SP;6:55:51 PM;26810;7:17:00 PM;15980;10830;AM-F-L464762;FEBRERO;2025
660;2/17/2025;49358SP;7:30:09 PM;29440;7:53:49 PM;13990;15450;AM-F-L439346;FEBRERO;2025
661;2/17/2025;49374SP;9:19:01 PM;29780;9:42:18 PM;16030;13750;AM-F-F019140;FEBRERO;2025
662;2/18/2025;49375SP;7:08:18 AM;30480;7:19:09 AM;18640;11840;AM-F-L485345;FEBRERO;2025
663;2/18/2025;49393SP;8:54:22 AM;29740;9:12:06 AM;16390;13350;AM-F-L476946;FEBRERO;2025
664;2/18/2025;49394SP;8:55:45 AM;28510;9:20:57 AM;16330;12180;AM-F-L013939;FEBRERO;2025
665;2/18/2025;49404SP;9:34:35 AM;28950;10:01:07 AM;16300;12650;AM-F-L439346;FEBRERO;2025
666;2/18/2025;49425SP;10:16:39 AM;27980;10:38:04 AM;15460;12520;AM-F-L464762;FEBRERO;2025
667;2/18/2025;49432SP;10:26:10 AM;26640;10:43:30 AM;16220;10420;AM-F-PP587082;FEBRERO;2025
668;2/18/2025;49472SP;11:34:19 AM;32420;12:03:45 PM;18820;13600;AM-F-L485345;FEBRERO;2025
669;2/18/2025;49506SP;12:40:13 PM;27780;1:04:33 PM;16290;11490;AM-F-L476946;FEBRERO;2025
670;2/18/2025;49534SP;1:36:01 PM;26000;1:57:17 PM;16180;9820;AM-F-L013939;FEBRERO;2025
671;2/18/2025;49542SP;1:48:00 PM;24160;2:08:12 PM;16190;7970;AM-F-PP587082;FEBRERO;2025
672;2/18/2025;49557SP;2:12:22 PM;26260;2:44:49 PM;15900;10360;AM-F-L464762;FEBRERO;2025
673;2/18/2025;49575SP;2:43:22 PM;25420;3:26:27 PM;15950;9470;AM-F-F019140;FEBRERO;2025
674;2/18/2025;49596SP;3:16:46 PM;27840;3:43:48 PM;16220;11620;AM-F-L439346;FEBRERO;2025
675;2/18/2025;49607SP;3:58:11 PM;29670;4:16:36 PM;18740;10930;AM-F-L485345;FEBRERO;2025
676;2/18/2025;49623SP;4:29:12 PM;28850;4:48:07 PM;17230;11620;AM-F-L502505;FEBRERO;2025
677;2/18/2025;49655SP;5:41:59 PM;28520;5:58:26 PM;15850;12670;AM-F-L464762;FEBRERO;2025
678;2/18/2025;49666SP;6:03:10 PM;25900;6:22:40 PM;16230;9670;AM-F-PP587082;FEBRERO;2025
679;2/18/2025;49668SP;6:07:31 PM;29520;6:30:23 PM;16220;13300;AM-F-L476946;FEBRERO;2025
680;2/18/2025;49675SP;6:40:38 PM;27780;7:17:40 PM;15980;11800;AM-F-F019140;FEBRERO;2025
681;2/18/2025;49680SP;6:47:49 PM;26530;7:07:12 PM;16300;10230;AM-F-L439346;FEBRERO;2025
682;2/18/2025;49704SP;7:36:18 PM;27720;7:54:15 PM;17240;10480;AM-F-L502505;FEBRERO;2025
683;2/18/2025;49706SP;7:47:42 PM;32790;8:07:46 PM;18730;14060;AM-F-L485345;FEBRERO;2025
684;2/19/2025;49726SP;7:41:28 AM;26960;8:03:37 AM;16560;10400;AM-F-L476946;FEBRERO;2025
685;2/19/2025;49736SP;8:41:04 AM;26710;9:07:44 AM;16120;10590;AM-F-L013939;FEBRERO;2025
686;2/19/2025;49747SP;9:09:27 AM;28330;9:35:42 AM;16050;12280;AM-F-L464762;FEBRERO;2025
687;2/19/2025;49762SP;9:41:24 AM;28430;10:07:54 AM;17110;11320;AM-F-L502505;FEBRERO;2025
688;2/19/2025;49796SP;11:00:07 AM;27730;11:37:20 AM;15910;11820;AM-F-F019140;FEBRERO;2025
689;2/19/2025;49800SP;11:07:29 AM;32970;11:26:52 AM;18700;14270;AM-F-L485345;FEBRERO;2025
690;2/19/2025;49826SP;12:12:07 PM;29100;12:36:57 PM;15980;13120;AM-F-PP587082;FEBRERO;2025
691;2/19/2025;49844SP;12:40:59 PM;27390;12:59:42 PM;16480;10910;AM-F-L476946;FEBRERO;2025
692;2/19/2025;49863SP;1:11:53 PM;29130;1:49:15 PM;16040;13090;AM-F-L013939;FEBRERO;2025
693;2/19/2025;49916SP;2:32:22 PM;24820;2:56:53 PM;17090;7730;AM-F-L502505;FEBRERO;2025
694;2/19/2025;49926SP;2:50:44 PM;28730;3:19:55 PM;18640;10090;AM-F-L485345;FEBRERO;2025
695;2/19/2025;49933SP;3:17:51 PM;28850;3:43:29 PM;16150;12700;AM-F-L439346;FEBRERO;2025
696;2/19/2025;49947SP;3:48:27 PM;26600;4:17:14 PM;15850;10750;AM-F-F019140;FEBRERO;2025
697;2/19/2025;49965SP;4:24:27 PM;27280;4:46:38 PM;15990;11290;AM-F-L464762;FEBRERO;2025
698;2/19/2025;49966SP;4:31:31 PM;28520;4:53:43 PM;15910;12610;AM-F-PP587082;FEBRERO;2025
699;2/19/2025;49977SP;5:04:39 PM;27650;5:36:25 PM;16110;11540;AM-F-L013939;FEBRERO;2025
700;2/19/2025;49990SP;5:22:46 PM;28590;5:43:02 PM;16790;11800;AM-F-L476946;FEBRERO;2025
701;2/19/2025;50005SP;5:45:09 PM;25920;6:05:39 PM;16980;8940;AM-F-L502505;FEBRERO;2025
702;2/19/2025;50028SP;6:51:09 PM;29550;7:18:21 PM;16170;13380;AM-F-L439346;FEBRERO;2025
703;2/19/2025;50046SP;8:04:46 PM;26890;8:29:02 PM;16050;10840;AM-F-F019140;FEBRERO;2025
704;2/19/2025;50048SP;8:11:07 PM;27570;8:31:24 PM;16070;11500;AM-F-L464762;FEBRERO;2025
705;2/19/2025;50051SP;8:18:48 PM;29770;8:35:41 PM;15880;13890;AM-F-PP587082;FEBRERO;2025
706;2/20/2025;50059SP;7:19:39 AM;27430;7:46:53 AM;15960;11470;AM-F-F019140;FEBRERO;2025
707;2/20/2025;50061SP;7:21:50 AM;31060;7:43:35 AM;18520;12540;AM-F-L485345;FEBRERO;2025
708;2/20/2025;50062SP;7:31:10 AM;25410;7:55:44 AM;15840;9570;AM-F-PP587082;FEBRERO;2025
709;2/20/2025;50063SP;7:38:30 AM;26340;8:00:50 AM;15920;10420;AM-F-L464762;FEBRERO;2025
710;2/20/2025;50080SP;9:06:32 AM;26280;9:36:07 AM;16700;9580;AM-F-L476946;FEBRERO;2025
711;2/20/2025;50086SP;9:26:35 AM;28720;9:48:39 AM;15970;12750;AM-F-L013939;FEBRERO;2025
712;2/20/2025;50096SP;9:48:30 AM;27840;10:13:07 AM;16930;10910;AM-F-L502505;FEBRERO;2025
713;2/20/2025;50115SP;10:46:19 AM;27860;11:16:49 AM;16070;11790;AM-F-L439346;FEBRERO;2025
714;2/20/2025;50195SP;1:18:47 PM;25270;2:01:12 PM;15760;9510;AM-F-L464762;FEBRERO;2025
715;2/20/2025;50196SP;1:20:01 PM;27670;1:44:50 PM;16640;11030;AM-F-L476946;FEBRERO;2025
716;2/20/2025;50237SP;2:39:32 PM;25200;3:02:00 PM;15910;9290;AM-F-L013939;FEBRERO;2025
717;2/20/2025;50241SP;2:48:29 PM;25850;3:11:21 PM;16950;8900;AM-F-L502505;FEBRERO;2025
718;2/20/2025;50253SP;3:11:49 PM;24310;3:37:41 PM;15990;8320;AM-F-L439346;FEBRERO;2025
719;2/20/2025;50297SP;5:15:22 PM;28870;5:40:49 PM;16610;12260;AM-F-L476946;FEBRERO;2025
720;2/20/2025;50314SP;5:51:26 PM;27210;6:12:54 PM;15900;11310;AM-F-L013939;FEBRERO;2025
721;2/20/2025;50317SP;5:59:27 PM;27020;6:18:41 PM;16940;10080;AM-F-L502505;FEBRERO;2025
722;2/20/2025;50331SP;6:22:50 PM;26210;6:39:55 PM;15840;10370;AM-F-L464762;FEBRERO;2025
723;2/20/2025;50337SP;6:50:00 PM;27680;7:10:03 PM;15960;11720;AM-F-PP587082;FEBRERO;2025
724;2/20/2025;50349SP;7:32:18 PM;27550;7:54:29 PM;13610;13940;AM-F-L439346;FEBRERO;2025
725;2/20/2025;50354SP;7:49:30 PM;27520;8:12:08 PM;15930;11590;AM-F-F019140;FEBRERO;2025
726;2/21/2025;50371SP;7:09:24 AM;25390;7:23:00 AM;16630;8760;AM-F-L476946;FEBRERO;2025
727;2/21/2025;50396SP;9:06:03 AM;24870;9:30:45 AM;15550;9320;AM-F-L013939;FEBRERO;2025
728;2/21/2025;50398SP;9:15:53 AM;26980;9:45:05 AM;16780;10200;AM-F-L502505;FEBRERO;2025
729;2/21/2025;50486SP;12:21:32 PM;24320;12:53:58 PM;16300;8020;AM-F-L439346;FEBRERO;2025
730;2/21/2025;50527SP;1:57:45 PM;25980;2:29:50 PM;16560;9420;AM-F-L476946;FEBRERO;2025
731;2/21/2025;50546SP;2:22:52 PM;25110;3:17:54 PM;15810;9300;AM-F-L013939;FEBRERO;2025
732;2/21/2025;50579SP;3:37:09 PM;25550;4:00:21 PM;17310;8240;AM-F-L502505;FEBRERO;2025
733;2/21/2025;50604SP;4:25:13 PM;26420;4:47:06 PM;16320;10100;AM-F-L439346;FEBRERO;2025
734;2/21/2025;50639SP;5:54:31 PM;26380;6:18:39 PM;16510;9870;AM-F-L476946;FEBRERO;2025
735;2/21/2025;50641SP;5:59:22 PM;29700;6:23:14 PM;18630;11070;AM-F-L485345;FEBRERO;2025
736;2/21/2025;50655SP;6:50:16 PM;26810;7:10:54 PM;15950;10860;AM-F-L464762;FEBRERO;2025
737;2/21/2025;50664SP;7:08:47 PM;26030;7:28:00 PM;17160;8870;AM-F-L502505;FEBRERO;2025
738;2/21/2025;50672SP;7:49:46 PM;26990;8:09:26 PM;15820;11170;AM-F-PP587082;FEBRERO;2025
739;2/21/2025;50676SP;7:57:22 PM;27940;8:19:41 PM;16250;11690;AM-F-L439346;FEBRERO;2025
740;2/21/2025;50683SP;8:48:52 PM;26050;9:11:51 PM;16040;10010;AM-F-F019140;FEBRERO;2025
741;2/22/2025;50706SP;9:05:00 AM;26410;9:34:12 AM;15750;10660;AM-F-L013939;FEBRERO;2025
742;2/22/2025;50707SP;9:15:16 AM;26970;9:35:49 AM;16500;10470;AM-F-L476946;FEBRERO;2025
743;2/22/2025;50726SP;10:22:28 AM;29150;10:50:18 AM;17050;12100;AM-F-L502505;FEBRERO;2025
744;2/22/2025;50728SP;10:24:33 AM;31000;10:48:10 AM;18320;12680;AM-F-L485345;FEBRERO;2025
745;2/22/2025;50743SP;11:09:03 AM;28550;11:32:16 AM;15990;12560;AM-F-PP587082;FEBRERO;2025
746;2/22/2025;50749SP;11:26:54 AM;26080;11:58:17 AM;16150;9930;AM-F-L439346;FEBRERO;2025
747;2/22/2025;50791SP;1:26:23 PM;27320;1:49:52 PM;16810;10510;AM-F-L476946;FEBRERO;2025
748;2/22/2025;50804SP;1:42:44 PM;28020;2:09:11 PM;15890;12130;AM-F-L464762;FEBRERO;2025
749;2/22/2025;50809SP;1:48:15 PM;27090;2:15:28 PM;17090;10000;AM-F-L502505;FEBRERO;2025
750;2/22/2025;50831SP;2:32:15 PM;30290;2:49:10 PM;18390;11900;AM-F-L485345;FEBRERO;2025
751;2/22/2025;50833SP;2:34:05 PM;27650;2:53:11 PM;16050;11600;AM-F-L013939;FEBRERO;2025
752;2/22/2025;50844SP;2:58:00 PM;27960;3:24:21 PM;15940;12020;AM-F-PP587082;FEBRERO;2025
753;2/22/2025;50855SP;3:23:02 PM;27230;3:41:48 PM;16150;11080;AM-F-L439346;FEBRERO;2025
754;2/22/2025;50874SP;4:24:14 PM;28830;4:49:39 PM;15950;12880;AM-F-F019140;FEBRERO;2025
755;2/22/2025;50880SP;4:47:14 PM;28620;5:05:37 PM;16740;11880;AM-F-L476946;FEBRERO;2025
756;2/22/2025;50888SP;5:14:39 PM;26490;5:34:19 PM;15850;10640;AM-F-L464762;FEBRERO;2025
757;2/22/2025;50899SP;6:07:55 PM;26210;6:28:18 PM;17070;9140;AM-F-L502505;FEBRERO;2025
758;2/22/2025;50901SP;6:13:20 PM;32900;6:30:04 PM;18330;14570;AM-F-L485345;FEBRERO;2025
759;2/22/2025;50905SP;6:32:02 PM;26240;6:51:39 PM;15900;10340;AM-F-PP587082;FEBRERO;2025
760;2/22/2025;50912SP;7:03:08 PM;26180;7:26:12 PM;16060;10120;AM-F-L439346;FEBRERO;2025
761;2/22/2025;50923SP;8:16:56 PM;29190;8:41:49 PM;14880;14310;AM-F-F019140;FEBRERO;2025
762;2/23/2025;50925SP;7:28:39 AM;28630;7:44:38 AM;16710;11920;AM-F-L476946;FEBRERO;2025
763;2/23/2025;50928SP;7:40:06 AM;25860;8:31:41 AM;15950;9910;AM-F-L464762;FEBRERO;2025
764;2/23/2025;50931SP;9:00:17 AM;26100;9:17:38 AM;16130;9970;AM-F-F019140;FEBRERO;2025
765;2/23/2025;50932SP;9:09:50 AM;28930;9:28:21 AM;16930;12000;AM-F-L502505;FEBRERO;2025
766;2/23/2025;50933SP;9:15:26 AM;26650;9:37:39 AM;16010;10640;AM-F-L013939;FEBRERO;2025
767;2/23/2025;50935SP;9:31:01 AM;31060;9:48:05 AM;18310;12750;AM-F-L485345;FEBRERO;2025
768;2/23/2025;50941SP;10:23:17 AM;29320;10:45:27 AM;15860;13460;AM-F-PP587082;FEBRERO;2025
769;2/23/2025;50945SP;10:40:48 AM;28540;10:57:45 AM;16650;11890;AM-F-L476946;FEBRERO;2025
770;2/23/2025;50948SP;10:44:18 AM;29930;11:00:39 AM;16050;13880;AM-F-L439346;FEBRERO;2025
771;2/23/2025;50951SP;10:50:37 AM;27190;11:08:55 AM;15900;11290;AM-F-L464762;FEBRERO;2025
772;2/23/2025;50955SP;11:36:15 AM;26580;12:01:54 PM;16090;10490;AM-F-F019140;FEBRERO;2025
773;2/23/2025;50968SP;12:38:10 PM;27200;12:56:23 PM;18250;8950;AM-F-L485345;FEBRERO;2025
774;2/23/2025;50981SP;1:19:43 PM;28140;1:32:10 PM;16600;11540;AM-F-L476946;FEBRERO;2025
775;2/23/2025;50982SP;1:20:58 PM;27910;1:42:49 PM;15810;12100;AM-F-PP587082;FEBRERO;2025
776;2/23/2025;50995SP;2:50:51 PM;26660;3:24:09 PM;15920;10740;AM-F-L464762;FEBRERO;2025
777;2/23/2025;50997SP;3:07:34 PM;26730;3:30:33 PM;16030;10700;AM-F-F019140;FEBRERO;2025
778;2/23/2025;50999SP;3:24:58 PM;34900;3:46:15 PM;18230;16670;AM-F-L485345;FEBRERO;2025
779;2/23/2025;51001SP;4:07:13 PM;26570;4:27:44 PM;15950;10620;AM-F-L439346;FEBRERO;2025
780;2/23/2025;51002SP;4:08:05 PM;26290;4:32:18 PM;15940;10350;AM-F-L013939;FEBRERO;2025
781;2/23/2025;51003SP;4:11:36 PM;25980;4:30:56 PM;16890;9090;AM-F-L502505;FEBRERO;2025
782;2/24/2025;51041SP;1:45:45 PM;29740;2:18:38 PM;15780;13960;AM-F-PP587082;FEBRERO;2025
783;2/24/2025;51060SP;10:49:08 AM;29030;11:14:18 AM;16010;13020;AM-F-F019140;FEBRERO;2025
784;2/24/2025;51078SP;11:26:29 AM;29030;11:47:12 AM;18190;10840;AM-F-L485345;FEBRERO;2025
785;2/24/2025;51079SP;11:27:58 AM;33820;11:54:36 AM;16510;17310;AM-F-L476946;FEBRERO;2025
786;2/24/2025;51096SP;12:01:20 PM;25970;12:37:50 PM;15940;10030;AM-F-L013939;FEBRERO;2025
787;2/24/2025;51106SP;12:19:58 PM;28220;12:51:09 PM;16490;11730;AM-F-L439346;FEBRERO;2025
788;2/24/2025;51108SP;12:23:07 PM;27250;12:53:54 PM;16020;11230;AM-F-L464762;FEBRERO;2025
789;2/24/2025;51177SP;2:46:31 PM;26920;3:10:48 PM;15950;10970;AM-F-F019140;FEBRERO;2025
790;2/24/2025;51193SP;3:21:56 PM;24440;3:48:27 PM;16450;7990;AM-F-L476946;FEBRERO;2025
791;2/24/2025;51220SP;4:06:23 PM;28480;4:29:06 PM;17270;11210;AM-F-L485345;FEBRERO;2025
792;2/24/2025;51224SP;4:18:44 PM;26990;4:35:04 PM;16310;10680;AM-F-L439346;FEBRERO;2025
793;2/24/2025;51254SP;5:54:05 PM;27340;6:19:06 PM;15900;11440;AM-F-PP587082;FEBRERO;2025
794;2/24/2025;51275SP;6:38:06 PM;24520;7:01:06 PM;16150;8370;AM-F-F019140;FEBRERO;2025
795;2/24/2025;51284SP;7:02:27 PM;25160;7:23:01 PM;16070;9090;AM-F-L464762;FEBRERO;2025
796;2/24/2025;51287SP;7:10:30 PM;23950;7:31:31 PM;15900;8050;AM-F-L013939;FEBRERO;2025
797;2/24/2025;;2:15:05 PM;26390;2:40:41 PM;16050;10340;AM-F-PP587082;FEBRERO;2025
798;2/24/2025;51302SP;7:38:43 PM;28040;7:57:36 PM;16440;11600;AM-F-L476946;FEBRERO;2025
799;2/24/2025;51313SP;8:32:58 PM;26370;8:49:29 PM;16270;10100;AM-F-L439346;FEBRERO;2025
800;2/25/2025;51319SP;7:17:06 AM;25980;7:36:30 AM;16090;9890;AM-F-F019140;FEBRERO;2025
801;2/25/2025;51330SP;8:02:05 AM;25050;8:17:20 AM;15960;9090;AM-F-L464762;FEBRERO;2025
802;2/25/2025;51331SP;8:05:05 AM;27030;8:24:22 AM;15870;11160;AM-F-PP587082;FEBRERO;2025
