No.;Fecha;Núm. Tickets;Hora entrada;1° peso;Hora Salida;2° peso;Neto (kg);Matrícula;Mes;Año
803;2/25/2025;51332SP;8:09:13 AM;28840;8:26:56 AM;18340;10500;AM-F-L485345;FEBRERO;2025
804;2/25/2025;51340SP;8:43:11 AM;26260;9:03:25 AM;15810;10450;AM-F-L502505;FEBRERO;2025
805;2/25/2025;51366SP;9:43:46 AM;26730;10:25:19 AM;16450;10280;AM-F-L476946;FEBRERO;2025
806;2/25/2025;51377SP;10:05:25 AM;25550;10:37:24 AM;15880;9670;AM-F-L013939;FEBRERO;2025
807;2/25/2025;51392SP;10:41:27 AM;27200;11:06:47 AM;16220;10980;AM-F-L439346;FEBRERO;2025
808;2/25/2025;51435SP;12:00:42 PM;24350;12:25:45 PM;16080;8270;AM-F-F019140;FEBRERO;2025
809;2/25/2025;51437SP;12:09:48 PM;31540;12:30:23 PM;15840;15700;AM-F-PP587082;FEBRERO;2025
810;2/25/2025;51446SP;12:29:40 PM;29030;12:48:51 PM;18160;10870;AM-F-L485345;FEBRERO;2025
811;2/25/2025;51456SP;12:45:22 PM;23950;1:00:39 PM;15620;8330;AM-F-L502505;FEBRERO;2025
812;2/25/2025;51506SP;2:10:42 PM;25730;2:38:01 PM;16690;9040;AM-F-L476946;FEBRERO;2025
813;2/25/2025;51511SP;2:25:30 PM;27320;2:54:56 PM;16140;11180;AM-F-L439346;FEBRERO;2025
814;2/25/2025;51518SP;2:41:23 PM;25580;3:02:13 PM;15770;9810;AM-F-L013939;FEBRERO;2025
815;2/25/2025;51528SP;3:15:43 PM;24010;3:36:29 PM;15760;8250;AM-F-PP587082;FEBRERO;2025
816;2/25/2025;51555SP;4:07:42 PM;26450;4:34:14 PM;16000;10450;AM-F-F019140;FEBRERO;2025
817;2/25/2025;51575SP;5:02:36 PM;29870;5:21:08 PM;18260;11610;AM-F-L485345;FEBRERO;2025
818;2/25/2025;51577SP;5:07:41 PM;25050;5:30:43 PM;15810;9240;AM-F-L502505;FEBRERO;2025
819;2/25/2025;51584SP;5:29:40 PM;25430;5:43:50 PM;16110;9320;AM-F-L439346;FEBRERO;2025
820;2/25/2025;51602SP;6:26:31 PM;25160;6:44:01 PM;15850;9310;AM-F-L464762;FEBRERO;2025
821;2/25/2025;51621SP;7:06:34 PM;29200;7:22:01 PM;15950;13250;AM-F-PP587082;FEBRERO;2025
822;2/25/2025;51643SP;8:11:38 PM;26690;8:33:53 PM;15980;10710;AM-F-F019140;FEBRERO;2025
823;2/26/2025;51654SP;7:42:20 AM;29840;8:00:38 AM;18130;11710;AM-F-L485345;FEBRERO;2025
824;2/26/2025;51655SP;7:46:18 AM;26130;8:04:22 AM;16630;9500;AM-F-L476946;FEBRERO;2025
825;2/26/2025;51668SP;8:42:52 AM;25210;9:03:59 AM;16060;9150;AM-F-L439346;FEBRERO;2025
826;2/26/2025;51676SP;9:08:55 AM;27840;9:37:09 AM;15780;12060;AM-F-L502505;FEBRERO;2025
827;2/26/2025;51683SP;9:37:44 AM;27030;10:12:08 AM;15820;11210;AM-F-L464762;FEBRERO;2025
828;2/26/2025;51701SP;10:22:11 AM;23580;10:54:18 AM;15730;7850;AM-F-L013939;FEBRERO;2025
829;2/26/2025;51709SP;10:30:56 AM;26640;11:02:30 AM;15890;10750;AM-F-PP587082;FEBRERO;2025
830;2/26/2025;51737SP;11:46:44 AM;26970;12:07:21 PM;18330;8640;AM-F-L485345;FEBRERO;2025
831;2/26/2025;51750SP;12:10:19 PM;25500;12:29:48 PM;16000;9500;AM-F-L439346;FEBRERO;2025
832;2/26/2025;51760SP;12:24:54 PM;22410;12:48:45 PM;15930;6480;AM-F-F019140;FEBRERO;2025
833;2/26/2025;51772SP;12:45:23 PM;24800;1:06:23 PM;15720;9080;AM-F-L502505;FEBRERO;2025
834;2/26/2025;51823SP;2:40:55 PM;25660;3:16:48 PM;15850;9810;AM-F-PP587082;FEBRERO;2025
835;2/26/2025;51871SP;4:06:25 PM;24120;4:31:12 PM;15670;8450;AM-F-L502505;FEBRERO;2025
836;2/26/2025;51872SP;4:07:21 PM;24020;4:32:45 PM;16360;7660;AM-F-L439346;FEBRERO;2025
837;2/26/2025;51883SP;4:28:26 PM;23340;4:52:12 PM;16320;7020;AM-F-L013939;FEBRERO;2025
838;2/26/2025;51898SP;5:12:15 PM;24930;5:32:56 PM;16370;8560;AM-F-L476946;FEBRERO;2025
839;2/26/2025;51940SP;7:15:38 PM;25430;7:38:00 PM;16340;9090;AM-F-L439346;FEBRERO;2025
840;2/26/2025;51947SP;7:41:27 PM;24640;8:00:44 PM;15660;8980;AM-F-L502505;FEBRERO;2025
841;2/27/2025;51959SP;7:06:13 AM;25010;7:25:53 AM;16100;8910;AM-F-F019140;FEBRERO;2025
842;2/27/2025;51960SP;7:13:29 AM;24510;7:31:01 AM;15810;8700;AM-F-PP587082;FEBRERO;2025
843;2/27/2025;51961SP;7:14:36 AM;28170;7:37:01 AM;18250;9920;AM-F-L485345;FEBRERO;2025
844;2/27/2025;51963SP;7:26:43 AM;27140;7:48:05 AM;15980;11160;AM-F-L464762;FEBRERO;2025
845;2/27/2025;51978SP;9:08:07 AM;26390;9:26:37 AM;16380;10010;AM-F-L476946;FEBRERO;2025
846;2/27/2025;51992SP;9:44:26 AM;28180;10:19:50 AM;16320;11860;AM-F-L013939;FEBRERO;2025
847;2/27/2025;52009SP;10:05:33 AM;27980;10:28:50 AM;15620;12360;AM-F-L502505;FEBRERO;2025
848;2/27/2025;52012SP;10:09:45 AM;25680;10:35:21 AM;16270;9410;AM-F-L439346;FEBRERO;2025
849;2/27/2025;52033SP;11:10:09 AM;27830;11:38:28 AM;15740;12090;AM-F-PP587082;FEBRERO;2025
850;2/27/2025;52035SP;11:12:36 AM;23670;11:32:44 AM;16060;7610;AM-F-F019140;FEBRERO;2025
851;2/27/2025;52038SP;11:22:39 AM;32050;12:05:03 PM;18210;13840;AM-F-L485345;FEBRERO;2025
852;2/27/2025;52050SP;11:50:17 AM;27430;12:14:36 PM;15350;12080;AM-F-L464762;FEBRERO;2025
853;2/27/2025;52059SP;12:00:59 PM;28380;12:34:19 PM;16370;12010;AM-F-L476946;FEBRERO;2025
854;2/27/2025;52113SP;1:55:15 PM;30560;2:13:35 PM;16250;14310;AM-F-L439346;FEBRERO;2025
855;2/28/2025;52176SP;7:17:35 AM;24680;7:42:11 AM;15660;9020;AM-F-L502505;FEBRERO;2025
856;2/28/2025;52198SP;9:17:09 AM;24730;9:42:58 AM;15990;8740;AM-F-F019140;FEBRERO;2025
857;2/28/2025;52203SP;9:32:59 AM;25850;10:02:12 AM;16300;9550;AM-F-L476946;FEBRERO;2025
858;2/28/2025;52205SP;9:37:16 AM;24120;10:08:52 AM;16300;7820;AM-F-L013939;FEBRERO;2025
859;2/28/2025;52235SP;10:51:57 AM;28630;11:38:44 AM;15950;12680;AM-F-PP587082;FEBRERO;2025
860;2/28/2025;52244SP;11:11:42 AM;24330;11:50:47 AM;15900;8430;AM-F-L464762;FEBRERO;2025
861;2/28/2025;52251SP;11:24:27 AM;30730;11:57:37 AM;17370;13360;AM-F-L485345;FEBRERO;2025
862;2/28/2025;52257SP;11:37:09 AM;24320;12:07:34 PM;15660;8660;AM-F-L502505;FEBRERO;2025
863;2/28/2025;52273SP;12:06:12 PM;25620;12:37:30 PM;16220;9400;AM-F-L439346;FEBRERO;2025
864;2/28/2025;52298SP;1:05:27 PM;24170;1:58:38 PM;15960;8210;AM-F-F019140;FEBRERO;2025
865;2/28/2025;52313SP;1:33:55 PM;25920;2:28:51 PM;16210;9710;AM-F-L013939;FEBRERO;2025
866;2/28/2025;52332SP;2:04:00 PM;25580;2:46:24 PM;16240;9340;AM-F-L476946;FEBRERO;2025
867;2/28/2025;52352SP;2:43:30 PM;26030;3:19:19 PM;15890;10140;AM-F-PP587082;FEBRERO;2025
868;2/28/2025;52375SP;3:48:37 PM;26530;4:27:41 PM;15590;10940;AM-F-L502505;FEBRERO;2025
869;2/28/2025;52389SP;4:22:46 PM;28210;4:43:16 PM;17290;10920;AM-F-L485345;FEBRERO;2025
870;2/28/2025;52390SP;4:24:06 PM;25300;4:49:35 PM;15860;9440;AM-F-L464762;FEBRERO;2025
871;2/28/2025;52394SP;4:37:17 PM;27110;5:01:24 PM;16160;10950;AM-F-L439346;FEBRERO;2025
872;2/28/2025;52402SP;5:05:41 PM;27470;5:28:42 PM;15910;11560;AM-F-F019140;FEBRERO;2025
873;2/28/2025;52421SP;5:42:59 PM;24960;6:17:18 PM;16180;8780;AM-F-L013939;FEBRERO;2025
874;2/28/2025;52433SP;6:12:51 PM;24620;6:38:23 PM;16220;8400;AM-F-L476946;FEBRERO;2025
875;2/28/2025;52444SP;6:52:02 PM;25410;7:26:30 PM;15870;9540;AM-F-PP587082;FEBRERO;2025
876;2/28/2025;52456SP;7:30:32 PM;25350;7:48:21 PM;15590;9760;AM-F-L502505;FEBRERO;2025
877;2/28/2025;52466SP;7:52:51 PM;24860;8:15:11 PM;17320;7540;AM-F-L485345;FEBRERO;2025
878;2/28/2025;52475SP;8:42:48 PM;23910;9:03:30 PM;16130;7780;AM-F-L464762;FEBRERO;2025
879;3/1/2025;52490SP;9:23:45 AM;28340;9:45:56 AM;15820;12520;AM-F-PP587082;Marzo ;2025
880;3/1/2025;52491SP;9:35:46 AM;25980;10:06:36 AM;15870;10110;AM-F-F019140;Marzo ;2025
881;3/1/2025;52495SP;9:42:39 AM;29420;10:02:57 AM;15600;13820;AM-F-L502505;Marzo ;2025
882;3/1/2025;52510SP;10:11:01 AM;24160;10:45:14 AM;16090;8070;AM-F-L439346;Marzo ;2025
883;3/1/2025;52520SP;10:43:22 AM;23980;11:03:09 AM;16130;7850;AM-F-L013939;Marzo ;2025
884;3/1/2025;52535SP;11:21:53 AM;24310;11:41:56 AM;16470;7840;AM-F-L476946;Marzo ;2025
885;3/1/2025;52546SP;11:59:40 AM;25100;12:20:49 PM;17360;7740;AM-F-L485345;Marzo ;2025
886;3/3/2025;52775SP;9:20:51 AM;30830;9:51:36 AM;17290;13540;AM-F-L485345;Marzo ;2025
887;3/3/2025;52832SP;11:30:05 AM;26020;11:48:31 AM;15770;10250;AM-F-L464762;Marzo ;2025
888;3/3/2025;52877SP;12:56:23 PM;26690;1:23:38 PM;17490;9200;AM-F-L485345;Marzo ;2025
889;3/3/2025;52893SP;1:27:10 PM;24960;2:04:16 PM;15960;9000;AM-F-L439346;Marzo ;2025
890;3/3/2025;52970SP;4:12:13 PM;24180;4:35:20 PM;15710;8470;AM-F-L464762;Marzo ;2025
891;3/3/2025;52989SP;5:03:53 PM;29290;5:29:50 PM;17450;11840;AM-F-L485345;Marzo ;2025
892;3/3/2025;53001SP;5:31:35 PM;25320;6:04:13 PM;15940;9380;AM-F-F019140;Marzo ;2025
893;3/3/2025;53011SP;6:13:54 PM;26090;6:35:31 PM;15910;10180;AM-F-L439346;Marzo ;2025
894;3/3/2025;53029SP;6:57:46 PM;26180;7:19:09 PM;16430;9750;AM-F-L476946;Marzo ;2025
895;3/3/2025;53039SP;7:19:49 PM;25490;7:43:46 PM;15990;9500;AM-F-L013939;Marzo ;2025
896;3/3/2025;53042SP;7:28:52 PM;26380;7:51:09 PM;16190;10190;AM-F-PP587082;Marzo ;2025
897;3/4/2025;;10:53:58 AM;26790;11:21:51 AM;16400;10390;AM-F-L476946;Marzo ;2025
898;3/4/2025;53074SP;7:53:03 AM;26790;8:13:41 AM;15640;11150;AM-F-L464762;Marzo ;2025
899;3/4/2025;53077SP;8:23:52 AM;26430;8:45:52 AM;17410;9020;AM-F-L485345;Marzo ;2025
900;3/4/2025;53095SP;9:20:07 AM;23400;9:50:13 AM;16620;6780;AM-F-PP587082;Marzo ;2025
901;3/4/2025;53114SP;9:59:05 AM;24330;10:31:23 AM;15880;8450;AM-F-F019140;Marzo ;2025
902;3/4/2025;53132SP;10:45:34 AM;26340;11:07:24 AM;16310;10030;AM-F-L439346;Marzo ;2025
903;3/4/2025;53139SP;11:05:41 AM;26090;11:37:00 AM;15950;10140;AM-F-L013939;Marzo ;2025
904;3/4/2025;53151SP;11:27:00 AM;24660;11:57:38 AM;15590;9070;AM-F-L464762;Marzo ;2025
905;3/4/2025;53160SP;11:40:58 AM;25870;12:13:13 PM;17370;8500;AM-F-L485345;Marzo ;2025
906;3/4/2025;53196SP;12:40:38 PM;24580;1:00:08 PM;16570;8010;AM-F-PP587082;Marzo ;2025
907;3/4/2025;53230SP;1:42:57 PM;24850;2:09:45 PM;14600;10250;AM-F-F019140;Marzo ;2025
908;3/4/2025;53239SP;1:57:42 PM;25810;2:20:09 PM;16260;9550;AM-F-L439346;Marzo ;2025
909;3/4/2025;53259SP;2:27:02 PM;26830;2:58:52 PM;16330;10500;AM-F-L476946;Marzo ;2025
910;3/4/2025;53276SP;2:59:37 PM;22860;3:26:47 PM;15560;7300;AM-F-L464762;Marzo ;2025
911;3/4/2025;53300SP;3:49:30 PM;26160;4:23:40 PM;15930;10230;AM-F-L013939;Marzo ;2025
912;3/4/2025;53311SP;4:12:21 PM;27220;4:38:59 PM;17320;9900;AM-F-L485345;Marzo ;2025
913;3/4/2025;53324SP;4:47:50 PM;28220;5:09:32 PM;16510;11710;AM-F-PP587082;Marzo ;2025
914;3/4/2025;53341SP;5:41:33 PM;26930;6:06:36 PM;16220;10710;AM-F-L439346;Marzo ;2025
915;3/4/2025;53352SP;6:14:37 PM;28100;6:34:11 PM;16310;11790;AM-F-L476946;Marzo ;2025
916;3/4/2025;53367SP;6:45:20 PM;26410;7:04:43 PM;15550;10860;AM-F-L464762;Marzo ;2025
917;3/4/2025;53376SP;7:13:39 PM;25490;7:43:07 PM;16010;9480;AM-F-F019140;Marzo ;2025
918;3/4/2025;53391SP;7:58:07 PM;27140;8:26:46 PM;16490;10650;AM-F-PP587082;Marzo ;2025
919;3/5/2025;53412SP;7:20:46 AM;27300;7:45:14 AM;17320;9980;AM-F-L485345;Marzo ;2025
920;3/5/2025;53431SP;8:50:17 AM;24970;9:12:34 AM;16170;8800;AM-F-L439346;Marzo ;2025
921;3/5/2025;53433SP;8:56:11 AM;25380;9:19:00 AM;15920;9460;AM-F-L013939;Marzo ;2025
922;3/5/2025;53470SP;10:24:13 AM;25220;10:52:29 AM;15940;9280;AM-F-PP587082;Marzo ;2025
923;3/5/2025;53493SP;11:19:24 AM;24590;11:37:03 AM;16260;8330;AM-F-L476946;Marzo ;2025
924;3/5/2025;53507SP;11:45:13 AM;24700;12:11:16 PM;15540;9160;AM-F-L502505;Marzo ;2025
925;3/5/2025;53568SP;1:38:08 PM;25520;2:04:14 PM;16110;9410;AM-F-L439346;Marzo ;2025
926;3/5/2025;53571SP;1:43:48 PM;27100;2:26:00 PM;17480;9620;AM-F-L485345;Marzo ;2025
927;3/5/2025;53592SP;2:23:58 PM;25130;2:55:48 PM;15990;9140;AM-F-F019140;Marzo ;2025
928;3/5/2025;53603SP;2:37:32 PM;24500;3:04:55 PM;16170;8330;AM-F-L476946;Marzo ;2025
929;3/5/2025;53609SP;2:48:08 PM;24210;3:31:04 PM;15850;8360;AM-F-L013939;Marzo ;2025
930;3/5/2025;53642SP;3:49:00 PM;25670;4:17:05 PM;15700;9970;AM-F-L502505;Marzo ;2025
931;3/5/2025;53665SP;4:47:00 PM;26290;5:08:01 PM;16110;10180;AM-F-L439346;Marzo ;2025
932;3/5/2025;53682SP;5:26:14 PM;26400;5:47:30 PM;17450;8950;AM-F-L485345;Marzo ;2025
933;3/5/2025;53700SP;6:27:18 PM;26420;6:52:08 PM;15960;10460;AM-F-F019140;Marzo ;2025
934;3/5/2025;53708SP;6:41:06 PM;25000;7:05:27 PM;16170;8830;AM-F-L476946;Marzo ;2025
935;3/5/2025;53729SP;7:38:18 PM;26390;7:55:35 PM;15690;10700;AM-F-L502505;Marzo ;2025
936;3/5/2025;53736SP;7:58:25 PM;26640;8:21:27 PM;16050;10590;AM-F-L439346;Marzo ;2025
937;3/6/2025;53751SP;7:13:09 AM;25060;7:30:27 AM;15930;9130;AM-F-F019140;Marzo ;2025
938;3/6/2025;53762SP;8:05:28 AM;26830;8:22:40 AM;16460;10370;AM-F-L476946;Marzo ;2025
939;3/6/2025;53763SP;8:07:39 AM;24940;8:23:53 AM;15930;9010;AM-F-L464762;Marzo ;2025
940;3/6/2025;53764SP;8:11:45 AM;27030;8:26:52 AM;17410;9620;AM-F-L485345;Marzo ;2025
941;3/6/2025;53768SP;8:32:46 AM;25210;8:55:22 AM;15690;9520;AM-F-L502505;Marzo ;2025
942;3/6/2025;53774SP;8:50:17 AM;25360;9:13:24 AM;15860;9500;AM-F-L013939;Marzo ;2025
943;3/6/2025;53780SP;9:15:15 AM;27150;9:40:05 AM;16010;11140;AM-F-L439346;Marzo ;2025
944;3/6/2025;53847SP;11:37:28 AM;25970;12:05:13 PM;16440;9530;AM-F-L476946;Marzo ;2025
945;3/6/2025;53861SP;12:06:23 PM;25100;12:37:32 PM;15690;9410;AM-F-L502505;Marzo ;2025
946;3/6/2025;53876SP;12:42:14 PM;24570;1:18:17 PM;15840;8730;AM-F-L013939;Marzo ;2025
947;3/6/2025;53884SP;12:56:34 PM;24150;1:28:18 PM;15970;8180;AM-F-L439346;Marzo ;2025
948;3/6/2025;53965SP;3:04:21 PM;24500;3:44:17 PM;16370;8130;AM-F-L476946;Marzo ;2025
949;3/6/2025;53997SP;4:58:56 PM;29640;5:18:40 PM;16280;13360;AM-F-PP587082;Marzo ;2025
950;3/6/2025;54006SP;5:12:08 PM;24660;5:34:41 PM;15540;9120;AM-F-L502505;Marzo ;2025
951;3/6/2025;54010SP;5:39:50 PM;25540;6:06:20 PM;15930;9610;AM-F-L464762;Marzo ;2025
952;3/6/2025;54018SP;5:50:45 PM;25730;6:15:16 PM;15700;10030;AM-F-L013939;Marzo ;2025
953;3/6/2025;54022SP;5:54:50 PM;25790;6:21:47 PM;16290;9500;AM-F-L439346;Marzo ;2025
954;3/6/2025;54025SP;6:02:51 PM;28040;6:31:43 PM;17320;10720;AM-F-L485345;Marzo ;2025
955;3/6/2025;54044SP;6:53:43 PM;26380;7:22:40 PM;16050;10330;AM-F-F019140;Marzo ;2025
956;3/6/2025;54053SP;7:08:07 PM;28040;7:29:52 PM;16330;11710;AM-F-L476946;Marzo ;2025
957;3/6/2025;54066SP;7:52:47 PM;24030;8:13:05 PM;16250;7780;AM-F-PP587082;Marzo ;2025
958;3/7/2025;54082SP;7:19:01 AM;25480;7:41:38 AM;15840;9640;AM-F-L464762;Marzo ;2025
959;3/7/2025;54083SP;7:21:06 AM;26300;7:38:06 AM;15490;10810;AM-F-L502505;Marzo ;2025
960;3/7/2025;54084SP;7:22:16 AM;27090;7:45:11 AM;17290;9800;AM-F-L485345;Marzo ;2025
961;3/7/2025;54110SP;9:02:58 AM;24510;9:21:31 AM;16290;8220;AM-F-L476946;Marzo ;2025
962;3/7/2025;54117SP;9:25:30 AM;25430;9:52:20 AM;16040;9390;AM-F-F019140;Marzo ;2025
963;3/7/2025;54160SP;11:02:51 AM;28050;11:27:38 AM;16250;11800;AM-F-L439346;Marzo ;2025
964;3/7/2025;54164SP;11:13:15 AM;32260;11:35:06 AM;18160;14100;AM-F-PP587082;Marzo ;2025
965;3/7/2025;54187SP;11:59:13 AM;27660;12:22:52 PM;15720;11940;AM-F-L502505;Marzo ;2025
966;3/7/2025;54217SP;12:53:13 PM;26560;1:09:19 PM;16220;10340;AM-F-L476946;Marzo ;2025
967;3/7/2025;54255SP;1:59:48 PM;27090;2:40:44 PM;15960;11130;AM-F-F019140;Marzo ;2025
968;3/7/2025;54260SP;2:09:46 PM;27120;2:58:04 PM;15670;11450;AM-F-L013939;Marzo ;2025
969;3/7/2025;54262SP;2:14:23 PM;28840;2:56:15 PM;17450;11390;AM-F-L485345;Marzo ;2025
970;3/7/2025;54284SP;2:59:23 PM;28310;3:36:10 PM;16180;12130;AM-F-L439346;Marzo ;2025
971;3/7/2025;54313SP;4:09:31 PM;26640;4:32:43 PM;15640;11000;AM-F-L502505;Marzo ;2025
972;3/7/2025;54314SP;4:13:11 PM;29690;4:40:13 PM;18260;11430;AM-F-PP587082;Marzo ;2025
973;3/7/2025;54331SP;4:52:39 PM;25840;5:12:57 PM;16180;9660;AM-F-L476946;Marzo ;2025
974;3/7/2025;54355SP;5:58:14 PM;26860;6:19:23 PM;15920;10940;AM-F-F019140;Marzo ;2025
975;3/7/2025;54368SP;6:34:20 PM;29160;7:01:44 PM;17410;11750;AM-F-L485345;Marzo ;2025
976;3/7/2025;54394SP;7:38:00 PM;29700;7:54:31 PM;15600;14100;AM-F-L502505;Marzo ;2025
977;3/7/2025;54406SP;8:18:22 PM;28190;8:46:18 PM;16160;12030;AM-F-L439346;Marzo ;2025
978;3/7/2025;54409SP;8:40:36 PM;26110;9:01:31 PM;16160;9950;AM-F-L464762;Marzo ;2025
979;3/8/2025;54421SP;7:53:51 AM;32190;8:23:53 AM;18200;13990;AM-F-PP587082;Marzo ;2025
980;3/8/2025;54427SP;8:15:37 AM;27990;8:39:11 AM;16480;11510;AM-F-L476946;Marzo ;2025
981;3/8/2025;54430SP;8:39:39 AM;27930;9:01:26 AM;15560;12370;AM-F-L502505;Marzo ;2025
982;3/8/2025;54448SP;9:44:40 AM;28510;10:16:53 AM;16280;12230;AM-F-L013939;Marzo ;2025
983;3/8/2025;54464SP;10:26:00 AM;28080;10:54:04 AM;16150;11930;AM-F-L439346;Marzo ;2025
984;3/8/2025;54485SP;11:23:25 AM;34380;11:51:56 AM;18160;16220;AM-F-PP587082;Marzo ;2025
985;3/8/2025;54508SP;12:11:21 PM;27520;12:38:45 PM;16380;11140;AM-F-L476946;Marzo ;2025
986;3/8/2025;54512SP;12:17:23 PM;30670;12:53:07 PM;15750;14920;AM-F-L485345;Marzo ;2025
987;3/8/2025;54522SP;12:32:24 PM;28610;1:00:52 PM;15500;13110;AM-F-L502505;Marzo ;2025
988;3/8/2025;54577SP;2:25:20 PM;28910;2:48:02 PM;16050;12860;AM-F-L439346;Marzo ;2025
989;3/8/2025;54598SP;3:28:02 PM;25900;3:46:44 PM;16440;9460;AM-F-L476946;Marzo ;2025
990;3/8/2025;54606SP;3:50:28 PM;25720;4:14:28 PM;16230;9490;AM-F-L013939;Marzo ;2025
991;3/8/2025;54622SP;4:25:30 PM;26050;4:57:39 PM;15920;10130;AM-F-L485345;Marzo ;2025
992;3/8/2025;54627SP;4:39:41 PM;24130;4:58:49 PM;15700;8430;AM-F-L502505;Marzo ;2025
993;3/8/2025;54633SP;4:54:16 PM;29820;5:15:42 PM;18120;11700;AM-F-PP587082;Marzo ;2025
994;3/8/2025;54635SP;5:01:44 PM;26070;5:26:10 PM;16020;10050;AM-F-F019140;Marzo ;2025
995;3/8/2025;54639SP;5:11:02 PM;25210;5:34:51 PM;15840;9370;AM-F-L464762;Marzo ;2025
996;3/8/2025;54646SP;5:51:20 PM;28550;6:12:02 PM;16030;12520;AM-F-L439346;Marzo ;2025
997;3/8/2025;54655SP;6:08:54 PM;26320;6:28:47 PM;16350;9970;AM-F-L476946;Marzo ;2025
998;3/8/2025;54669SP;7:02:52 PM;26170;7:27:38 PM;16170;10000;AM-F-L013939;Marzo ;2025
999;3/8/2025;54671SP;7:19:46 PM;27990;7:42:39 PM;15900;12090;AM-F-L485345;Marzo ;2025
1000;3/8/2025;54674SP;7:45:57 PM;25580;8:04:02 PM;15580;10000;AM-F-L502505;Marzo ;2025
1001;3/8/2025;54677SP;8:11:33 PM;27220;8:31:25 PM;16010;11210;AM-F-F019140;Marzo ;2025
1002;3/9/2025;54689SP;9:22:11 AM;24530;9:40:30 AM;16400;8130;AM-F-L476946;Marzo ;2025
1003;3/9/2025;54696SP;9:47:22 AM;28930;10:11:36 AM;18060;10870;AM-F-PP587082;Marzo ;2025
1004;3/9/2025;54698SP;9:56:09 AM;28920;10:14:11 AM;16050;12870;AM-F-L464762;Marzo ;2025
1005;3/9/2025;54710SP;11:15:16 AM;28680;11:34:14 AM;15580;13100;AM-F-L502505;Marzo ;2025
1006;3/9/2025;54712SP;11:30:44 AM;31640;11:51:31 AM;15950;15690;AM-F-L485345;Marzo ;2025
1007;3/9/2025;54721SP;12:09:38 PM;30180;12:48:56 PM;15960;14220;AM-F-F019140;Marzo ;2025
1008;3/9/2025;54738SP;1:31:54 PM;28000;1:56:37 PM;15980;12020;AM-F-L439346;Marzo ;2025
1009;3/9/2025;54739SP;1:33:25 PM;28320;1:58:23 PM;16090;12230;AM-F-L013939;Marzo ;2025
1010;10/3/2025;54791SP;9:48:27 AM;26940;10:09:27 AM;16270;10670;AM-F-L476946;Marzo ;2025
1011;10/3/2025;54854SP;11:57:38 AM;26960;12:27:16 PM;15580;11380;AM-F-L502505;Marzo ;2025
1012;10/3/2025;54870SP;12:30:32 PM;23760;1:01:24 PM;15800;7960;AM-F-L485345;Marzo ;2025
1013;10/3/2025;54897SP;1:19:33 PM;24740;1:59:01 PM;15920;8820;AM-F-F019140;Marzo ;2025
1014;10/3/2025;54902SP;1:25:17 PM;26830;2:00:42 PM;18330;8500;AM-F-PP587082;Marzo ;2025
1015;10/3/2025;54904SP;1:28:53 PM;24960;2:05:18 PM;15950;9010;AM-F-L464762;Marzo ;2025
1016;10/3/2025;54922SP;1:59:17 PM;26140;2:27:25 PM;16050;10090;AM-F-L013939;Marzo ;2025
1017;10/3/2025;54930SP;2:22:53 PM;27010;2:50:24 PM;16200;10810;AM-F-L476946;Marzo ;2025
1018;10/3/2025;54955SP;3:09:00 PM;24220;3:34:59 PM;15550;8670;AM-F-L502505;Marzo ;2025
1019;10/3/2025;54987SP;4:11:06 PM;25440;4:29:19 PM;15760;9680;AM-F-L485345;Marzo ;2025
1020;10/3/2025;54996SP;4:40:12 PM;29650;5:05:25 PM;18280;11370;AM-F-PP587082;Marzo ;2025
1021;10/3/2025;55012SP;5:16:03 PM;26160;5:32:39 PM;16150;10010;AM-F-L439346;Marzo ;2025
1022;10/3/2025;55016SP;5:28:53 PM;24740;5:47:27 PM;15960;8780;AM-F-L464762;Marzo ;2025
1023;10/3/2025;55020SP;5:49:41 PM;24840;6:16:05 PM;16120;8720;AM-F-F019140;Marzo ;2025
1024;10/3/2025;55034SP;6:27:17 PM;26660;6:47:36 PM;16460;10200;AM-F-L476946;Marzo ;2025
1025;10/3/2025;55036SP;6:30:40 PM;26120;6:50:46 PM;15520;10600;AM-F-L502505;Marzo ;2025
1026;45726;55079SP;8:19:58 PM;24280;8:44:21 PM;16120;8160;AM-F-L439346;Marzo ;2025
1027;3/11/2025;55091SP;7:15:10 AM;26060;7:33:08 AM;18150;7910;AM-F-PP587082;Marzo ;2025
1028;3/11/2025;55110SP;8:53:32 AM;22720;9:15:25 AM;15940;6780;AM-F-L464762;Marzo ;2025
1029;3/11/2025;55117SP;9:08:30 AM;27820;9:44:57 AM;16460;11360;AM-F-L476946;Marzo ;2025
1030;3/11/2025;55131SP;9:47:59 AM;29100;10:09:19 AM;15980;13120;AM-F-L485345;Marzo ;2025
1031;3/11/2025;55145SP;10:14:21 AM;29290;10:39:38 AM;16100;13190;AM-F-F019140;Marzo ;2025
1032;3/11/2025;55177SP;11:12:09 AM;24700;11:36:31 AM;15720;8980;AM-F-L502505;Marzo ;2025
1033;3/11/2025;55201SP;11:43:56 AM;27310;12:08:37 PM;18120;9190;AM-F-PP587082;Marzo ;2025
1034;3/11/2025;55223SP;12:34:19 PM;28240;12:55:57 PM;16130;12110;AM-F-L439346;Marzo ;2025
1035;3/11/2025;55240SP;1:09:40 PM;26380;1:29:42 PM;17310;9070;AM-F-L013939;Marzo ;2025
